SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Label,Sex,Species ID Method,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_h,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_l,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_k,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_j,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_i,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_f,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_d,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_c,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s91_3,s91_3,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line X-ing",HR-BA-BS,550153,6412638,10,,14,0000,1998-07-05,D.  Fear,M-URAM,,,1,HA,5783_g,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s91_4,s91_4,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Riparian, aspen, alder",HR-BA-BS,555294,6409636,10,Moss pulled off mound,12,0000,1998-07-17,D.  Fear,M-URAM,,,1,HA,5837_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s91_4,s91_4,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Riparian, aspen, alder",HR-BA-BS,555294,6409636,10,Moss pulled off mound,12,0000,1998-07-17,D.  Fear,M-URAM,,,1,HA,5837_e,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s91_4,s91_4,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Riparian, aspen, alder",HR-BA-BS,555294,6409636,10,Moss pulled off mound,12,0000,1998-07-17,D.  Fear,M-URAM,,,1,HA,5837_f,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s91_4,s91_4,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Riparian, aspen, alder",HR-BA-BS,555294,6409636,10,Moss pulled off mound,12,0000,1998-07-17,D.  Fear,M-URAM,,,1,HA,5837_g,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s91_4,s91_4,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Riparian, aspen, alder",HR-BA-BS,555294,6409636,10,Moss pulled off mound,12,0000,1998-07-17,D.  Fear,M-URAM,,,1,HA,5837_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s91_4,s91_4,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Riparian, aspen, alder",HR-BA-BS,555294,6409636,10,Moss pulled off mound,12,0000,1998-07-17,D.  Fear,M-URAM,,,1,HA,5837_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s91_4,s91_4,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Riparian, aspen, alder",HR-BA-BS,555294,6409636,10,Moss pulled off mound,12,0000,1998-07-17,D.  Fear,M-URAM,,,1,HA,5837_c,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s91_5,s91_5,SAMPLE STATION,91,"Ecoprovince TA;    Ecoregion MU;    Site description = Lease, spruce, berries, old tracks",HR-BA-BS,549831,6415389,10,No action,12,0000,1998-07-29,D.  Fear,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5618_e,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_m,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_l,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,MAMMALIA,,,1,HA,5618_k,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_j,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_n,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_i,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_f,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_c,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_h,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s92_1,s92_1,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, 250m from lake",HR-BA-BS,563638,6410400,10,,12,0000,1998-06-10,D.  Fear,M-URAM,,,1,HA,5618_g,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s92_2,s92_2,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line, trails",HR-BA-BS,561593,6415573,10,Site not disturbed,12,0000,1998-06-22,D.  Fear,M-URAM,,,1,HA,5673_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s92_2,s92_2,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line, trails",HR-BA-BS,561593,6415573,10,Site not disturbed,12,0000,1998-06-22,D.  Fear,M-URAM,,,1,HA,5673_b,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s92_2,s92_2,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line, trails",HR-BA-BS,561593,6415573,10,Site not disturbed,12,0000,1998-06-22,D.  Fear,M-URAM,,,1,HA,5673_c,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s92_2,s92_2,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line, trails",HR-BA-BS,561593,6415573,10,Site not disturbed,12,0000,1998-06-22,D.  Fear,M-URAM,,,1,HA,5673_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s92_2,s92_2,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, cut line, trails",HR-BA-BS,561593,6415573,10,Site not disturbed,12,0000,1998-06-22,D.  Fear,M-URAM,,,1,HA,5673_e,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s92_3,s92_3,SAMPLE STATION,92,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Crk,HR-BA-BS,558629,6416947,10,Site pulled apart,12,0000,1998-07-04,D.  Fear,M-URAM,,,1,HA,5773_c,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s92_3,s92_3,SAMPLE STATION,92,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Crk,HR-BA-BS,558629,6416947,10,Site pulled apart,12,0000,1998-07-04,D.  Fear,M-URAM,,,1,HA,5773_f,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s92_3,s92_3,SAMPLE STATION,92,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Crk,HR-BA-BS,558629,6416947,10,Site pulled apart,12,0000,1998-07-04,D.  Fear,M-URAM,,,1,HA,5773_h,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s92_3,s92_3,SAMPLE STATION,92,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Crk,HR-BA-BS,558629,6416947,10,Site pulled apart,12,0000,1998-07-04,D.  Fear,M-URAM,,,1,HA,5773_g,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s92_3,s92_3,SAMPLE STATION,92,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Crk,HR-BA-BS,558629,6416947,10,Site pulled apart,12,0000,1998-07-04,D.  Fear,M-URAM,,,1,HA,5773_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s92_3,s92_3,SAMPLE STATION,92,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Crk,HR-BA-BS,558629,6416947,10,Site pulled apart,12,0000,1998-07-04,D.  Fear,M-URAM,,,1,HA,5773_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s92_3,s92_3,SAMPLE STATION,92,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Crk,HR-BA-BS,558629,6416947,10,Site pulled apart,12,0000,1998-07-04,D.  Fear,M-URAM,,,1,HA,5773_b,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s92_3,s92_3,SAMPLE STATION,92,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Crk,HR-BA-BS,558629,6416947,10,Site pulled apart,12,0000,1998-07-04,D.  Fear,M-URAM,,,1,HA,5773_e,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s92_4,s92_4,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce decid mix, berries",HR-BA-BS,559638,6411409,10,"Site destroyed, castor gone",12,0000,1998-07-16,D.  Fear,M-URAM,,,1,HA,5832_a,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s92_4,s92_4,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce decid mix, berries",HR-BA-BS,559638,6411409,10,"Site destroyed, castor gone",12,0000,1998-07-16,D.  Fear,M-URAM,,,1,HA,5832_b,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s92_4,s92_4,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce decid mix, berries",HR-BA-BS,559638,6411409,10,"Site destroyed, castor gone",12,0000,1998-07-16,D.  Fear,M-URAM,,,1,HA,5832_c,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s92_4,s92_4,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce decid mix, berries",HR-BA-BS,559638,6411409,10,"Site destroyed, castor gone",12,0000,1998-07-16,D.  Fear,M-URAM,,,1,HA,5832_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s92_4,s92_4,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce decid mix, berries",HR-BA-BS,559638,6411409,10,"Site destroyed, castor gone",12,0000,1998-07-16,D.  Fear,M-URAM,,,1,HA,5832_e,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-26,Session 5,,s92_5,s92_5,SAMPLE STATION,92,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, old rub tree",HR-BA-BS,561741,6412144,10,No action,13,0000,1998-07-29,D.  Fear,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_h,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_g,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_l,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_k,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_i,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_e,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5644_a,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_f,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_c,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,MAMMALIA,,,1,HA,5644_b,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-06,Session 1,,s93_1,s93_1,SAMPLE STATION,93,Ecoprovince TA;    Ecoregion MU;    Site description = Aspen above Creek,HR-BA-BS,490818,6423940,10,Black bear tracks at site,12,0000,1998-06-13,D.  Fear,M-URAM,,,1,HA,5644_j,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-18,Session 2,,s93_2,s93_2,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, beaver ponds",HR-BA-BS,489927,6421302,10,No action,13,0000,1998-06-26,D.  Fear,NULL,,,0,,,,,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s93_3,s93_3,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, aspen",HR-BA-BS,494941,6423007,10,,13,0000,1998-07-09,D.  Fear,M-URAM,,,1,HA,5808_f,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s93_3,s93_3,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, aspen",HR-BA-BS,494941,6423007,10,,13,0000,1998-07-09,D.  Fear,M-URAM,,,1,HA,5808_i,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s93_3,s93_3,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, aspen",HR-BA-BS,494941,6423007,10,,13,0000,1998-07-09,D.  Fear,M-URAM,,,1,HA,5808_g,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s93_3,s93_3,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, aspen",HR-BA-BS,494941,6423007,10,,13,0000,1998-07-09,D.  Fear,M-URAM,,,1,HA,5808_e,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s93_3,s93_3,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, aspen",HR-BA-BS,494941,6423007,10,,13,0000,1998-07-09,D.  Fear,M-URAM,,,1,HA,5808_d,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s93_3,s93_3,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, aspen",HR-BA-BS,494941,6423007,10,,13,0000,1998-07-09,D.  Fear,M-URAM,,,1,HA,5808_c,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s93_3,s93_3,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, aspen",HR-BA-BS,494941,6423007,10,,13,0000,1998-07-09,D.  Fear,M-URAM,,,1,HA,5808_b,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s93_3,s93_3,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, aspen",HR-BA-BS,494941,6423007,10,,13,0000,1998-07-09,D.  Fear,M-URAM,,,1,HA,5808_a,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-06-30,Session 3,,s93_3,s93_3,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Spruce, aspen",HR-BA-BS,494941,6423007,10,,13,0000,1998-07-09,D.  Fear,M-URAM,,,1,HA,5808_h,,VI,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s93_4,s93_4,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Cut line X-ing, trail, berries",HR-BA-BS,487241,6417860,10,"Looks like bear stepped over wire, only few hairs with root",13,0000,1998-07-22,D.  Fear,M-URAM,,,1,HA,5866_a,,DNA,,,,,,,
1998 - Grizzly Bear - DNA-based Inventory - Prophet River,Prophet River,1998-07-12,Session 4,,s93_4,s93_4,SAMPLE STATION,93,"Ecoprovince TA;    Ecoregion MU;    Site description = Cut line X-ing, trail, berries",HR-BA-BS,487241,6417860,10,"Looks like bear stepped over wire, only few hairs with root",13,0000,1998-07-22,D.  Fear,MAMMALIA,,Genetic species test failed because there was insufficient DNA or the sample was not from a bear or wolf.,1,HA,5866_c,,,,,,,,,
