SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,Watershed Code,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Sample Group Label,Barb Number,Species Guess,Sex,Species ID Method
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0258,s0258,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------Road deactivated.  Park and short walkin to top of block.,HR-BA-BS,382477,5541336,11,K-20 FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-363,C,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0258,s0258,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------Road deactivated.  Park and short walkin to top of block.,HR-BA-BS,382477,5541336,11,K-20 FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-352,A,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0258,s0258,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------Road deactivated.  Park and short walkin to top of block.,HR-BA-BS,382477,5541336,11,K-20 FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-359,B,2,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0258,s0258,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------Road deactivated.  Park and short walkin to top of block.,HR-BA-BS,382477,5541336,11,K-20 FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-358,B,4,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0258,s0258,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------Road deactivated.  Park and short walkin to top of block.,HR-BA-BS,382477,5541336,11,K-20 FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,M-URAM,,,1,HA,N,W,GK15-357,B,3,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0258,s0258,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------Road deactivated.  Park and short walkin to top of block.,HR-BA-BS,382477,5541336,11,K-20 FSR,Attractant: Castor ---------,14,0000,2015-07-19,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0258,s0258,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------Road deactivated.  Park and short walkin to top of block.,HR-BA-BS,382477,5541336,11,K-20 FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0258,s0258,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------Road deactivated.  Park and short walkin to top of block.,HR-BA-BS,382477,5541336,11,K-20 FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Castor ---------,14,0000,2015-07-19,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-887,A,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Castor ---------,14,0000,2015-07-19,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-875,C,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Castor ---------,14,0000,2015-07-19,Clayton  Lamb,M-URAR,GK15-871,,1,HA,N,W,GK15-886,B,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1244,A,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,M-URAR,GK15-1173,,1,HA,N,W,GK15-1158,D,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1165,C,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,M-URAR,JC06,,1,HA,N,W,GK15-1164,E,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,M-URAR,GK15-1001,,1,HA,N,W,GK15-1001,F,1,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,M-URAR,JC06,,1,HA,N,W,GK15-1167,B,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,M-URAR,GK15-1173,,1,HA,N,W,GK15-1173,C,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-64,C,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-66,A,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0259,s0259,SAMPLE STATION,10,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,385020,5541750,11,K-20 FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAM,,,1,HA,N,W,GK15-745,B,1,,,VI
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-362,A,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Castor ---------,14,0000,2015-07-19,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,M-URAR,GK15-256,,1,HA,N,W,GK15-1239,A,2,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1237,B,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1238,A,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1236,A,3,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1316,H,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-801,B,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAR,GK15-871,,1,HA,N,W,GK15-1327,I,2,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAR,GK15-871,,1,HA,N,W,GK15-1315,H,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAR,GK15-871,,1,HA,N,W,GK15-1314,F,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-747,J,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAR,GK15-871,,1,HA,N,W,GK15-1312,D,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-749,E,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1313,D,2,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAR,GK15-871,,1,HA,N,W,GK15-1311,A,2,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAR,GK15-871,,1,HA,N,W,GK15-166,J,2,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-748,G,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1328,I,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,M-URAR,GK15-871,,1,HA,N,W,GK15-800,C,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0260,s0260,SAMPLE STATION,11,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,391748,5541038,11,Struttell Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-17,Aaron  Reid,MAMMALIA,,,1,HA,N,W,GK15-1326,A,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,M-URAR,GK15-871,,1,HA,N,W,GK15-351,C,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,M-URAR,GK15-871,,1,HA,N,W,GK15-360,E,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,M-URAR,GK15-871,,1,HA,N,W,GK15-349,A,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,M-URAR,GK15-871,,1,HA,N,W,GK15-350,F,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,M-URAR,GK15-871,,1,HA,N,W,GK15-348,D,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-06-29,2015 Session 1,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant:  ---------,14,0000,2015-07-05,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-361,B,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant: Castor ---------,14,0000,2015-07-19,Clayton  Lamb,NULL,,,0,,,,,,,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,MAMMALIA,,,1,HA,N,G,GK15-1240,B,2,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,M-URAR,GK15-256,,1,HA,N,P,GK15-308,D,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,M-URAR,GK15-256,,1,HA,N,W,GK15-1242,A,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,M-URAR,GK15-256,,1,HA,N,W,GK15-1243,C,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0261,s0261,SAMPLE STATION,12,"Method of Access (most limiting):Truck___On Surface Type:Road---------During session 3 pile was heavily rolled in, do not collect hair off pile in next session",HR-BA-BS,393907,5541096,11,Struttell Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-02,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1241,B,1,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-13,2015 Session 2,s0262,s0262,SAMPLE STATION,4,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,390025,5556285,11,Heckman Creek FSR,Attractant: Castor ---------,14,0000,2015-07-20,Laura  Smit,MAMMALIA,,,1,HA,N,W,GK15-28,B,1,,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0262,s0262,SAMPLE STATION,4,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,390025,5556285,11,Heckman Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Clayton  Lamb,M-URAR,GK15-1173,,1,HA,N,W,GK15-1345,C,1,,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0262,s0262,SAMPLE STATION,4,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,390025,5556285,11,Heckman Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Clayton  Lamb,MAMMALIA,,,1,HA,N,W,GK15-1340,A,2,URAR,,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0262,s0262,SAMPLE STATION,4,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,390025,5556285,11,Heckman Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Clayton  Lamb,M-URAR,GK15-1173,,1,HA,N,W,GK15-1339,A,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-07-27,2015 Session 3,s0262,s0262,SAMPLE STATION,4,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,390025,5556285,11,Heckman Creek FSR,Attractant: Long Distance Call ---------,14,0000,2015-08-03,Clayton  Lamb,M-URAR,GK15-1173,,1,HA,N,G,GK15-1341,B,1,URAR,M,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0262,s0262,SAMPLE STATION,4,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,390025,5556285,11,Heckman Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-18,Aaron  Reid,M-URAR,GK15-1001,,1,HA,N,W,GK15-1209,A,1,URAR,F,
2015 - Grizzly Bear - DNA-based Inventory - Kettle-Granby,Kettle-Granby Grizzly Bear Population Unit,2015-08-11,2015 Session 4,s0262,s0262,SAMPLE STATION,4,Method of Access (most limiting):Truck___On Surface Type:Road---------,HR-BA-BS,390025,5556285,11,Heckman Creek FSR,Attractant: Banana concentrate ---------,15,0000,2015-08-18,Aaron  Reid,M-URAR,GK15-1001,,1,HA,N,W,GK15-1338,B,1,,F,
