SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Label,Species Guess,Sex,Species ID Method,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-aj,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,CE,,1,HA,N,2116-ai,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-ah,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-ag,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,,,1,HA,N,2116-af,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,CE,,1,HA,N,2116-ae,Unk,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-am,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,CE,,1,HA,N,2116-p,Unk,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-h,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,CE,,1,HA,N,2116-i,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-j,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,CE,,1,HA,N,2116-k,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-l,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-m,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,BU,,1,HA,N,2116-x,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-o,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,,,1,HA,N,2116-ad,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-q,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,CE,,1,HA,N,2116-r,Unk,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-s,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,,DONE X 2 ; Mixed sample,1,HA,N,2116-t,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,MAMMALIA,,,1,HA,N,2116-u,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,11,0000,1996-07-26,K.  Robins,M-URAR,BU,,1,HA,N,2116-n,Unk,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,9,0000,1996-08-16,K.  Robins,M-URAM,,,1,HA,N,2150-c,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,9,0000,1996-08-16,K.  Robins,M-URAR,BW,DONE X 3,1,HA,N,2150-a,M-URAR,UC,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,9,0000,1996-08-16,K.  Robins,M-URAR,,DONE X 2 ; Matches BW @ 3 of 6 loci,1,HA,N,2150-e,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,9,0000,1996-08-16,K.  Robins,M-URAR,BU,,1,HA,N,2150-g,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,9,0000,1996-08-16,K.  Robins,M-URAR,BU,,1,HA,N,2150-f,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,9,0000,1996-08-16,K.  Robins,M-URAR,BW,DONE X 2,1,HA,N,2150-b,M-URAR,UC,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,9,0000,1996-08-16,K.  Robins,M-URAR,BU,,1,HA,N,2150-h,M-URAR,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,75_3,75_3,SAMPLE STATION,75,,HR-BA-BS,446000,5610400,11,,9,0000,1996-08-16,K.  Robins,M-URAR,,DONE X 2 ; Matches BW @ 4 of 6 loci but Total Sib Match > 0.05,1,HA,N,2150-d,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,MAMMALIA,,,1,HA,N,2124-c,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,M-URAM,,,1,HA,N,2124-a,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,MAMMALIA,,,1,HA,N,2124-b,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,M-URAM,,,1,HA,N,2124-f,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,M-URAM,,,1,HA,N,2124-d,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,M-URAM,,,1,HA,N,2124-e,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,M-URAM,,,1,HA,N,2124-l,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,MAMMALIA,,,1,HA,N,2124-k,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,M-URAM,,,1,HA,N,2124-j,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,M-URAM,,,1,HA,N,2124-i,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,M-URAM,,,1,HA,N,2124-h,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,75_4,75_4,SAMPLE STATION,75,,HR-BA-BS,441600,5608700,11,,12,0000,1996-08-07,K.  Robins,MAMMALIA,,,1,HA,N,2124-g,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-k,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-r,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-q,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-p,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,MAMMALIA,,,1,HA,N,71-o,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-n,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-m,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,MAMMALIA,,,1,HA,N,71-l,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-s,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,MAMMALIA,,,1,HA,N,71-j,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-i,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,MAMMALIA,,,1,HA,N,71-h,M-URAR,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-g,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,MAMMALIA,,,1,HA,N,71-f,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,MAMMALIA,,,1,HA,N,71-d,M-URAR,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-b,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-t,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-u,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-e,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-a,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-06-29,CS1996 Session 1,76_1,76_1,SAMPLE STATION,76,,HR-BA-BS,456200,5612300,11,,12,0000,1996-07-04,K.  Robins,M-URAM,,,1,HA,N,71-c,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,M-URAM,,,1,HA,N,92-i,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-q,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,M-URAM,,,1,HA,N,92-p,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-o,M-URAR,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-n,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,M-URAM,,,1,HA,N,92-m,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-l,M-URAR,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-j,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-r,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-h,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,M-URAM,,,1,HA,N,92-g,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-f,M-URAR,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,M-URAM,,,1,HA,N,92-e,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-d,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-c,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,MAMMALIA,,,1,HA,N,92-b,Unk,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,M-URAM,,,1,HA,N,92-a,Unk,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-09,CS1996 Session 2,76_2,76_2,SAMPLE STATION,76,,HR-BA-BS,459794,5609123,11,,10,0000,1996-07-14,K.  Robins,M-URAM,,,1,HA,N,92-k,M-URAR,,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,76_3,76_3,SAMPLE STATION,76,,HR-BA-BS,457100,5608700,11,,11,0000,1996-07-26,K.  Robins,M-URAR,CD,DONE X 3,1,HA,N,2114-c,Unk,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,76_3,76_3,SAMPLE STATION,76,,HR-BA-BS,457100,5608700,11,,11,0000,1996-07-26,K.  Robins,M-URAR,CD,DONE X 2,1,HA,N,2114-b,Unk,M,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-19,CS1996 Session 3,76_3,76_3,SAMPLE STATION,76,,HR-BA-BS,457100,5608700,11,,11,0000,1996-07-26,K.  Robins,M-URAR,CC,DONE X 2,1,HA,N,2114-a,Unk,F,DNA,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-07-29,CS1996 Session 4,76_4,76_4,SAMPLE STATION,76,,HR-BA-BS,454200,5606800,11,,12,0000,1996-08-07,K.  Robins,NULL,,,0,,,,,,,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,76_5,76_5,SAMPLE STATION,76,,HR-BA-BS,454000,5610900,11,,9,0000,1996-08-16,K.  Robins,M-URAR,,,1,HA,N,2147-f,M-URAR,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,76_5,76_5,SAMPLE STATION,76,,HR-BA-BS,454000,5610900,11,,9,0000,1996-08-16,K.  Robins,M-URAM,,,1,HA,N,2147-a,M-URAM,,VI,
1996 - Grizzly Bear - DNA-based Inventory - Central Selkirk Mountains,Central Selkirk Mountains,1996-08-08,CS1996 Session 5,76_5,76_5,SAMPLE STATION,76,,HR-BA-BS,454000,5610900,11,,9,0000,1996-08-16,K.  Robins,M-URAR,DI,DONE X 2,1,HA,N,2147-b,M-URAR,UC,DNA,
