SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Sample Group Label,Barb Number,Sex,Species ID Method
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,G,1842,D,2,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1843,D,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,W,1844,K,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAM,,unextracted,1,HA,N,W,1845,L,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAM,,unextracted,1,HA,N,W,1846,L,2,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAM,,unextracted,1,HA,N,W,1847,L,3,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1848,L,4,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,MAMMALIA,,X2species,1,HA,N,W,1849,L,6,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,W,1850,M,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1851,N,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,MAMMALIA,,Xbomb,1,HA,N,G,1852,N,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1853,O,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAR,0111,sample,1,HA,N,G,1854,O,2,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAR,0111,sample,1,HA,N,G,1855,P,1,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAR,0111,sample,1,HA,N,W,1856,P,2,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,W,1857,P,3,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAR,0111,sample,1,HA,N,W,1858,P,4,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAR,0111,sample,1,HA,N,W,1859,P,5,M,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAM,,unextracted,1,HA,N,W,1860,P,7,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,59,59,SAMPLE STATION,13,,HR-BA-BS,362592,6323191,9,,12,0000,2004-08-19,Not  Available,M-URAM,,unextracted,1,HA,N,W,1861,L,5,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,6,6,SAMPLE STATION,2,,HR-BA-TR,331406,6355128,9,,12,0000,2004-08-25,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1462,C,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,6,6,SAMPLE STATION,2,,HR-BA-TR,331406,6355128,9,,12,0000,2004-08-25,Not  Available,M-URAR,1835,sample,1,HA,N,W,1463,K,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,6,6,SAMPLE STATION,2,,HR-BA-TR,331406,6355128,9,,12,0000,2004-08-25,Not  Available,M-URAM,,Xblack,1,HA,N,W,1464,L,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,6,6,SAMPLE STATION,2,,HR-BA-TR,331406,6355128,9,,13,0000,2004-09-07,Not  Available,M-URAM,,unextracted,1,HA,N,W,1413,A,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,6,6,SAMPLE STATION,2,,HR-BA-TR,331406,6355128,9,,13,0000,2004-09-07,Not  Available,M-URAM,,unextracted,1,HA,N,W,1414,A,2,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,6,6,SAMPLE STATION,2,,HR-BA-TR,331406,6355128,9,,13,0000,2004-09-07,Not  Available,M-URAM,,unextracted,1,HA,N,W,1415,B,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,6,6,SAMPLE STATION,2,,HR-BA-TR,331406,6355128,9,,7,0000,2004-09-14,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,W,1674,A,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1675,A,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,W,1676,B,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,G,1677,B,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,G,1678,B,2,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,G,1679,B,3,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,G,1680,B,5,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,G,1681,B,6,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,W,1682,C,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,W,1683,D,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,W,1684,D,2,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,W,1685,E,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,60,60,SAMPLE STATION,13,,HR-BA-BS,365284,6325881,9,,12,0000,2004-08-19,Not  Available,M-URAR,1674,sample,1,HA,N,P,1686,K,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,M-URAR,1674,sample,1,HA,N,W,1099,E,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,M-URAR,1674,sample,1,HA,N,G,1100,A,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1101,I,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,MAMMALIA,,Xbomb,1,HA,N,G,1102,A,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1103,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1104,G,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,M-URAR,1674,sample,1,HA,N,W,1105,K,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,MAMMALIA,,Xbomb,1,HA,N,P,1106,L,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,M-URAR,1107,sample,1,HA,N,W,1107,A,3,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1108,J,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1109,H,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1110,F,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,61,61,SAMPLE STATION,13,,HR-BA-BS,369902,6326887,9,,15,0000,2004-09-03,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1111,A,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,62,62,SAMPLE STATION,13,,HR-BA-BS,361114,6338437,9,,14,0000,2004-09-17,Not  Available,M-URAM,,unextracted,1,HA,N,W,1995,A,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,63,63,SAMPLE STATION,14,,HR-BA-BS,375357,6328502,9,,16,0000,2004-08-05,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,424,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,63,63,SAMPLE STATION,14,,HR-BA-BS,375357,6328502,9,,16,0000,2004-08-05,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,425,G,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,63,63,SAMPLE STATION,14,,HR-BA-BS,375357,6328502,9,,16,0000,2004-08-05,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,426,H,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,63,63,SAMPLE STATION,14,,HR-BA-BS,375357,6328502,9,,16,0000,2004-08-05,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,427,I,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,64,64,SAMPLE STATION,14,,HR-BA-BS,377211,6326701,9,,16,0000,2004-08-05,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,11,0000,2004-08-05,Not  Available,M-URAM,,unextracted,1,HA,N,W,428,A,1,,VI
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,11,0000,2004-08-05,Not  Available,M-URAM,,Xblack,1,HA,N,W,429,G,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1662,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1663,A,2,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1664,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1665,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1666,L,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1667,M,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,M-URAR,0884,sample,1,HA,N,W,1668,N,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,MAMMALIA,,unextracted,1,HA,N,P,1669,O,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,M-URAR,0884,sample,1,HA,N,P,1670,O,2,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,M-URAR,0884,sample,1,HA,N,P,1671,O,3,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,MAMMALIA,,unextracted,1,HA,N,P,1672,O,4,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,65,65,SAMPLE STATION,14,,HR-BA-BS,388958,6335164,9,,14,0000,2004-08-19,Not  Available,MAMMALIA,,Xbomb,1,HA,N,P,1673,O,5,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,66,66,SAMPLE STATION,14,,HR-BA-BS,380406,6331453,9,,14,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1048,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,66,66,SAMPLE STATION,14,,HR-BA-BS,380406,6331453,9,,14,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,G,1049,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,66,66,SAMPLE STATION,14,,HR-BA-BS,380406,6331453,9,,14,0000,2004-09-02,Not  Available,MAMMALIA,,Xbomb,1,HA,N,P,1050,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,66,66,SAMPLE STATION,14,,HR-BA-BS,380406,6331453,9,,14,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1051,F,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,66,66,SAMPLE STATION,14,,HR-BA-BS,380406,6331453,9,,14,0000,2004-09-02,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,1052,E,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,66,66,SAMPLE STATION,14,,HR-BA-BS,380406,6331453,9,,14,0000,2004-09-02,Not  Available,M-URAR,1053,sample,1,HA,N,G,1053,F,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,67,67,SAMPLE STATION,14,,HR-BA-BS,385311,6331601,9,,13,0000,2004-09-15,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,68,68,SAMPLE STATION,14,,HR-BA-BS,384838,6336020,9,,13,0000,2004-09-15,Not  Available,M-URAR,0884,sample,1,HA,N,W,1979,A,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,68,68,SAMPLE STATION,14,,HR-BA-BS,384838,6336020,9,,13,0000,2004-09-15,Not  Available,MAMMALIA,,Xinadequate,1,HA,N,W,1980,J,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,68,68,SAMPLE STATION,14,,HR-BA-BS,384838,6336020,9,,13,0000,2004-09-15,Not  Available,MAMMALIA,,Xinadequate,1,HA,N,W,1981,K,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,68,68,SAMPLE STATION,14,,HR-BA-BS,384838,6336020,9,,13,0000,2004-09-15,Not  Available,MAMMALIA,,Xbomb,1,HA,N,W,1982,K,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,69,69,SAMPLE STATION,15,,HR-BA-BS,402397,6330138,9,,16,0000,2004-08-04,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,316,A,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,69,69,SAMPLE STATION,15,,HR-BA-BS,402397,6330138,9,,16,0000,2004-08-04,Not  Available,M-URAR,0317,sample,1,HA,N,W,317,B,1,F,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-09,2004 Session 2,,69,69,SAMPLE STATION,15,,HR-BA-BS,402397,6330138,9,,13,0000,2004-08-17,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,69,69,SAMPLE STATION,15,,HR-BA-BS,402397,6330138,9,,14,0000,2004-08-31,Not  Available,M-URAM,,Xblack,1,HA,N,W,887,A,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-29,2004 Session 3,,69,69,SAMPLE STATION,15,,HR-BA-BS,402397,6330138,9,,14,0000,2004-08-31,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,888,A,3,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,69,69,SAMPLE STATION,15,,HR-BA-BS,402397,6330138,9,,15,0000,2004-09-15,Not  Available,MAMMALIA,,Xinadequate,1,HA,N,W,1963,J,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-09-07,2004 Session 4,,7,7,SAMPLE STATION,2,,HR-BA-TR,336339,6355265,9,,12,0000,2004-09-17,Not  Available,NULL,,,0,,,,,,,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,70,70,SAMPLE STATION,15,,HR-BA-BS,404054,6329321,9,,15,0000,2004-08-04,Not  Available,M-URAM,,Xblack,1,HA,N,W,318,A,1,,DNA
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,70,70,SAMPLE STATION,15,,HR-BA-BS,404054,6329321,9,,15,0000,2004-08-04,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,319,B,1,,
2004-2005 - Grizzly Bear - DNA-based Inventory - Lower Stikine River,Lower Stikine River,2004-08-01,2004 Session 1,,70,70,SAMPLE STATION,15,,HR-BA-BS,404054,6329321,9,,15,0000,2004-08-04,Not  Available,MAMMALIA,,unextracted,1,HA,N,W,320,C,1,,
