SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Is Incidental,Sample Micro-location,Sample Label,Barb Number,Sex,Species ID Method
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s239,s239,SAMPLE STATION,95,Ground access,HR-BA-BS,405598,6076632,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3095T50,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s239,s239,SAMPLE STATION,95,Ground access,HR-BA-BS,405598,6076632,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3095T60,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s239,s239,SAMPLE STATION,95,Ground access,HR-BA-BS,405598,6076632,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3095T61,61,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s239,s239,SAMPLE STATION,95,Ground access,HR-BA-BS,405598,6076632,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,L,3095B61,61,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s239,s239,SAMPLE STATION,95,Ground access,HR-BA-BS,405598,6076632,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,L,3095B01,1,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3096U01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3096U10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3096U20,20,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3096U30,30,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3096U02,2,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3096U60,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3096U70,70,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3096U80,80,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAR,2114U73,sample,1,HA,N,U,3096U100,100,M,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3096U110,110,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s240,s240,SAMPLE STATION,96,Ground access,HR-BA-BS,416434,6073509,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3096U50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s241,s241,SAMPLE STATION,97,Ground access,HR-BA-BS,425993,6075356,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3097U01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s241,s241,SAMPLE STATION,97,Ground access,HR-BA-BS,425993,6075356,10,14,0000,2003-07-26,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,3097U02,2,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s241,s241,SAMPLE STATION,97,Ground access,HR-BA-BS,425993,6075356,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3097U10,10,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s241,s241,SAMPLE STATION,97,Ground access,HR-BA-BS,425993,6075356,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3097U50,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s241,s241,SAMPLE STATION,97,Ground access,HR-BA-BS,425993,6075356,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3097U11,11,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s241,s241,SAMPLE STATION,97,Ground access,HR-BA-BS,425993,6075356,10,14,0000,2003-08-09,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4097U01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s241,s241,SAMPLE STATION,97,Ground access,HR-BA-BS,425993,6075356,10,14,0000,2003-08-09,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,4097U02,2,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s241,s241,SAMPLE STATION,97,Ground access,HR-BA-BS,425993,6075356,10,14,0000,2003-08-09,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,4097U03,3,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3098U02B,2,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3098U10B,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,3098U11B,11,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3098U20B,20,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3098U30B,30,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3098U50B,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,3098U51B,51,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,3098U52B,52,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3098U60B,60,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3098U70B,70,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-07-26,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3098U01B,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-08-09,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4098U01B,1,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-08-09,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,4098U10B,10,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-08-09,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4098U12B,12,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-08-09,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4098U60B,60,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s242,s242,SAMPLE STATION,98,Ground access,HR-BA-BS,432788,6079210,10,14,0000,2003-08-09,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4098U11B,11,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s243,s243,SAMPLE STATION,101,Ground access,HR-BA-BS,457056,6079697,10,14,0000,2003-07-22,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3101T01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s243,s243,SAMPLE STATION,101,Ground access,HR-BA-BS,457056,6079697,10,14,0000,2003-07-22,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,L,3101B01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s243,s243,SAMPLE STATION,101,Ground access,HR-BA-BS,457056,6079697,10,14,0000,2003-07-22,Chris  Pharness,M-URAM,,unextracted,1,HA,N,U,3101T50,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s243,s243,SAMPLE STATION,101,Ground access,HR-BA-BS,457056,6079697,10,14,0000,2003-07-22,Chris  Pharness,M-URAM,,unextracted,1,HA,N,L,3101B60,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s243,s243,SAMPLE STATION,101,Ground access,HR-BA-BS,457056,6079697,10,14,0000,2003-07-22,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3101T02,2,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s243,s243,SAMPLE STATION,101,Ground access,HR-BA-BS,457056,6079697,10,14,0000,2003-08-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,4101T01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s243,s243,SAMPLE STATION,101,Ground access,HR-BA-BS,457056,6079697,10,14,0000,2003-08-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,4101T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s243,s243,SAMPLE STATION,101,Ground access,HR-BA-BS,457056,6079697,10,14,0000,2003-08-05,Garth  Mowat,MAMMALIA,,unextracted,1,HA,N,U,4101T06,6,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s244,s244,SAMPLE STATION,101,Ground access,HR-BA-BS,459988,6074100,10,29,0000,2003-07-22,Chris  Pharness,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s244,s244,SAMPLE STATION,101,Ground access,HR-BA-BS,459988,6074100,10,14,0000,2003-08-05,Garth  Mowat,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s245,s245,SAMPLE STATION,102,Ground access,HR-BA-BS,462180,6075516,10,14,0000,2003-07-22,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3102T50,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s245,s245,SAMPLE STATION,102,Ground access,HR-BA-BS,462180,6075516,10,14,0000,2003-08-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,4102T01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s245,s245,SAMPLE STATION,102,Ground access,HR-BA-BS,462180,6075516,10,14,0000,2003-08-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,4102T10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s245,s245,SAMPLE STATION,102,Ground access,HR-BA-BS,462180,6075516,10,14,0000,2003-08-05,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,4102T50,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s245,s245,SAMPLE STATION,102,Ground access,HR-BA-BS,462180,6075516,10,14,0000,2003-08-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,4102T60,60,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s245,s245,SAMPLE STATION,102,Ground access,HR-BA-BS,462180,6075516,10,14,0000,2003-08-05,Garth  Mowat,M-URAM,,Xspecies,1,HA,N,U,4102T70,70,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s245,s245,SAMPLE STATION,102,Ground access,HR-BA-BS,462180,6075516,10,14,0000,2003-08-05,Garth  Mowat,M-URAM,,unextracted,1,HA,N,U,4102T04,4,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s246,s246,SAMPLE STATION,103,Ground access,HR-BA-BS,474371,6075010,10,13,0000,2003-07-21,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3103T10B,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s246,s246,SAMPLE STATION,103,Ground access,HR-BA-BS,474371,6075010,10,13,0000,2003-07-21,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3103T11B,11,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s246,s246,SAMPLE STATION,103,Ground access,HR-BA-BS,474371,6075010,10,13,0000,2003-07-21,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3103T50B,50,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s246,s246,SAMPLE STATION,103,Ground access,HR-BA-BS,474371,6075010,10,13,0000,2003-07-21,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3103T01B,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s247,s247,SAMPLE STATION,104,Ground access,HR-BA-TR,477997,6074241,10,13,0000,2003-07-20,Chris  Pharness,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s247,s247,SAMPLE STATION,104,Ground access,HR-BA-TR,477997,6074241,10,14,0000,2003-08-04,Garth  Mowat,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s248,s248,SAMPLE STATION,105,Ground access,HR-BA-BS,404602,6070903,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3105T01,1,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s248,s248,SAMPLE STATION,105,Ground access,HR-BA-BS,404602,6070903,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4105T01,1,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s248,s248,SAMPLE STATION,105,Ground access,HR-BA-BS,404602,6070903,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4105T10,10,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s248,s248,SAMPLE STATION,105,Ground access,HR-BA-BS,404602,6070903,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4105T60,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s248,s248,SAMPLE STATION,105,Ground access,HR-BA-BS,404602,6070903,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4105T70,70,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s249,s249,SAMPLE STATION,106,Ground access,HR-BA-BS,409582,6070027,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3106U03,3,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s249,s249,SAMPLE STATION,106,Ground access,HR-BA-BS,409582,6070027,10,14,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3106U50,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s249,s249,SAMPLE STATION,106,Ground access,HR-BA-BS,409582,6070027,10,14,0000,2003-07-25,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,3106U01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s249,s249,SAMPLE STATION,106,Ground access,HR-BA-BS,409582,6070027,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,unextracted,1,HA,N,G,4106G00,0,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s249,s249,SAMPLE STATION,106,Ground access,HR-BA-BS,409582,6070027,10,14,0000,2003-08-08,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,4106U01,1,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s249,s249,SAMPLE STATION,106,Ground access,HR-BA-BS,409582,6070027,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4106U03,3,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s249,s249,SAMPLE STATION,106,Ground access,HR-BA-BS,409582,6070027,10,14,0000,2003-08-08,Darcy  Fear,MAMMALIA,,unextracted,1,HA,N,U,4106U04,4,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s249,s249,SAMPLE STATION,106,Ground access,HR-BA-BS,409582,6070027,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4106U60,60,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s249,s249,SAMPLE STATION,106,Ground access,HR-BA-BS,409582,6070027,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4106U02,2,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s250,s250,SAMPLE STATION,107,Ground access,HR-BA-BS,419223,6067195,10,13,0000,2003-07-25,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,3107U50,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s250,s250,SAMPLE STATION,107,Ground access,HR-BA-BS,419223,6067195,10,13,0000,2003-07-25,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,3107U01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s250,s250,SAMPLE STATION,107,Ground access,HR-BA-BS,419223,6067195,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4107U01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s250,s250,SAMPLE STATION,107,Ground access,HR-BA-BS,419223,6067195,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4107U60,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s250,s250,SAMPLE STATION,107,Ground access,HR-BA-BS,419223,6067195,10,14,0000,2003-08-08,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4107U70,70,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s251,s251,SAMPLE STATION,108,Ground access,HR-BA-BS,421839,6070339,10,14,0000,2003-07-23,Chris  Pharness,NULL,,,0,,,,,,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s251,s251,SAMPLE STATION,108,Ground access,HR-BA-BS,421839,6070339,10,16,0000,2003-08-08,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4108U10,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s251,s251,SAMPLE STATION,108,Ground access,HR-BA-BS,421839,6070339,10,16,0000,2003-08-08,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4108U60,60,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s251,s251,SAMPLE STATION,108,Ground access,HR-BA-BS,421839,6070339,10,16,0000,2003-08-08,Darcy  Fear,M-URAM,,unextracted,1,HA,N,U,4108U61,61,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-08-02,Session 4,,s251,s251,SAMPLE STATION,108,Ground access,HR-BA-BS,421839,6070339,10,16,0000,2003-08-08,Darcy  Fear,M-URAM,,Xspecies,1,HA,N,U,4108U01,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3111T02B,2,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3111T04B,4,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3111T10B,10,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3111T01B,1,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,MAMMALIA,,unextracted,1,HA,N,U,3111T21B,21,,
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,M-URAM,,unextracted,1,HA,N,U,3111T30B,30,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,M-URAM,,unextracted,1,HA,N,U,3111T50B,50,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3111T20B,20,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,M-URAM,,Xspecies,1,HA,N,U,3111T63B,63,,DNA
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,M-URAM,,unextracted,1,HA,N,U,3111T70B,70,,VI
2003 - Grizzly Bear - DNA-based Inventory - Nation River,Nation River,2003-07-18,Session 3,,s252,s252,SAMPLE STATION,111,Ground access,HR-BA-BS,449232,6071978,10,14,0000,2003-07-26,Chris  Pharness,M-URAM,,unextracted,1,HA,N,U,3111T60B,60,,VI
