Sample ID,Class,Individual,Project,Site#,Site Name,Session,Field Sp.,,#G,#U,Left,Vis. Sp.,Comments,,# loci,G10J,G10B,G1D,G10H,G10M,Mu50,G10P,G1A,G10C,G10L,G10U,G10X,CXX20,CXX110,Mu59,Psib
10884c1,unextracted,,w9845a,68,Stone Mason,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10884d1,Xblack,,w9845a,68,Stone Mason,A,bb,,,25,A,u,,,1,187.209,,,,,,,,,,,,,,,
1.09E+05,unextracted,,w9845a,68,Stone Mason,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10884f,Xblack,,w9845a,68,Stone Mason,A,bb,,,25,B,u,prob. bb,,1,187.209,,,,,,,,,,,,,,,
10884g2,unextracted,,w9845a,68,Stone Mason,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10884h2,Xblack,,w9845a,68,Stone Mason,A,GB?,,2,20,A,u,"looks possibly mixed, so extracted light-coloured hairs, not dark",,0,87.09.99.197,,,,,,,,,,,,,,,
10884ii2,unextracted,,w9845a,68,Stone Mason,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10884j2,unextracted,,w9845a,68,Stone Mason,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10884k3,Xblack,,w9845a,68,Stone Mason,A,bb,,6,5,C,u,,,1,187.199,,,,,,,,,,,,,,,
10884l3,unextracted,,w9845a,68,Stone Mason,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10884m,Xinadequate,,w9845a,68,Stone Mason,A,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10884n,Xinadequate,,w9845a,68,Stone Mason,A,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10884o4,unextracted,,w9845a,68,Stone Mason,A,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10884p4,Xblack,,w9845a,68,Stone Mason,A,GB?,,,25,B,g,,,1,197.209,,,,,,,,,,,,,,,
10884q4,unextracted,,w9845a,68,Stone Mason,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10884r4,Xblack,,w9845a,68,Stone Mason,A,bb,,10,,A,u,prob. bb,,1,187.199,,,,,,,,,,,,,,,
10884s4,unextracted,,w9845a,68,Stone Mason,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10884t,Xblack,,w9845a,68,Stone Mason,A,bb,,2,,C,u,,,1,187.197,,,,,,,,,,,,,,,
10884u,Xblack,,w9845a,68,Stone Mason,A,GB?,,1,2,C,u,,,1,187.199,,,,,,,,,,,,,,,
10884v5,unextracted,,w9845a,68,Stone Mason,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10884w5,Xblack,,w9845a,68,Stone Mason,A,bb,,2,15,B,u,prob. bb,,1,187.199,,,,,,,,,,,,,,,
10831a,Xinadequate,,w9845a,68,Stone Mason,B,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10734a1,unextracted,,w9845a,68,Stone Mason,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10734b1,Xblack,,w9845a,68,Stone Mason,C,bb,,10,,B,u,,,1,197.209,,,,,,,,,,,,,,,
10734c1,unextracted,,w9845a,68,Stone Mason,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10734d1,Xblack,,w9845a,68,Stone Mason,C,unk,,10,,A,u,possib. gb,,1,197.209,,,,,,,,,,,,,,,
1.07E+05,unextracted,,w9845a,68,Stone Mason,C,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10734f,Xblack,,w9845a,68,Stone Mason,C,bb,,,25,B,u,prob. bb,,1,187.209,,,,,,,,,,,,,,,
10734g,Xblack,,w9845a,68,Stone Mason,C,bb,,,12,C,u,,,1,187.209,,,,,,,,,,,,,,,
10734h2,unextracted,,w9845a,68,Stone Mason,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10734ii2,Xblack,,w9845a,68,Stone Mason,C,bb,,10,,A,u,,,1,197.209,,,,,,,,,,,,,,,
10734j2,unextracted,,w9845a,68,Stone Mason,C,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10734k,Xblack,,w9845a,68,Stone Mason,C,bb,,1,,C,u,,,1,197.209,,,,,,,,,,,,,,,
10783a1,unextracted,,w9845a,68,Stone Mason,D,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10783b1,Xblack,,w9845a,68,Stone Mason,D,GB,,2,,C,u,blonde,,1,187.201,,,,,,,,,,,,,,,
10783c,Xblack,,w9845a,68,Stone Mason,D,GB?,,2,,C,u,blonde,,1,187.201,,,,,,,,,,,,,,,
10783d,Xblack,,w9845a,68,Stone Mason,D,GB?,,1,,C,u,,,1,209.209,,,,,,,,,,,,,,,
10783e,Xinadequate,,w9845a,68,Stone Mason,D,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10783f,Xinadequate,,w9845a,68,Stone Mason,D,bb,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10783g2,Xblack,,w9845a,68,Stone Mason,D,GB?,,10,,A,u,blonde,,1,209.209,,,,,,,,,,,,,,,
10783h2,unextracted,,w9845a,68,Stone Mason,D,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10783ii2,unextracted,,w9845a,68,Stone Mason,D,GB?,,,,,,,,0,,,,,,,,,,,,,,,,
10857a,Xblack,,w9845a,30,Three Bears,A,bb,,10,,A,u,prob. bb,,1,197.201,,,,,,,,,,,,,,,
10857b1,unextracted,,w9845a,30,Three Bears,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10857c1,unextracted,,w9845a,30,Three Bears,A,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10857d1,Xblack,,w9845a,30,Three Bears,A,bb,,10,,A,u,prob. bb,,1,197.199,,,,,,,,,,,,,,,
1.09E+05,Xtra,,w9845a,30,Three Bears,A,bb,,,12,C,u,,,0,,,,,,,,,,,,,,,,
10857f,sample,10857f,w9845a,30,Three Bears,A,GB,,10,,C,u,,,7,186.192,162.162,183.184,227.227,210.21,120.13,149.151,,,,,,,,,0.006
10857g2,unextracted,,w9845a,30,Three Bears,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10857h2,unextracted,,w9845a,30,Three Bears,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10857ii2,sample,10857f,w9845a,30,Three Bears,A,bb,,,12,C,u,,,7,186.192,162.162,183.184,227.227,210.21,120.13,149.151,,,,,,,,,0.006
10857j,Xinadequate,,w9845a,30,Three Bears,A,GB,,,,,,no root,,0,,,,,,,,,,,,,,,,
10857k3,Xblack,,w9845a,30,Three Bears,A,GB,,2,,C,u,,,1,201.205,,,,,,,,,,,,,,,
10857m4,unextracted,,w9845a,30,Three Bears,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10857n4,Xblack,,w9845a,30,Three Bears,A,bb,,10,,A,u,prob. bb,,1,201.205,,,,,,,,,,,,,,,
10857o,Xtra,,w9845a,30,Three Bears,A,bb,,1,,C,u,,,0,,,,,,,,,,,,,,,,
10857p,sample,10856c1,w9845a,30,Three Bears,A,GB,,4,20,C,g,,,7,190.192,154.162,174.184,227.231,214.214,130.138,151.157,,,,,,,,,0.004
10857q,Xtra,,w9845a,30,Three Bears,A,GB,,1,,C,u,,,0,,,,,,,,,,,,,,,,
10857r5,sample,10857r5,w9845a,30,Three Bears,A,GB,,3,,C,u,,,15,186.192,144.154,181.184,252.252,214.214,130.138,149.151,184.184,205.211,157.157,159.163,141.143,129.129,153.153,223.223,0.003
10857s5,unextracted,,w9845a,30,Three Bears,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10857t5,Xblack,,w9845a,30,Three Bears,A,bb,,10,,A,u,,,1,197.199,,,,,,,,,,,,,,,
10857u5,Xblack,,w9845a,30,Three Bears,A,GB,,10,,A,u,,,1,201.203,,,,,,,,,,,,,,,
10857v5,unextracted,,w9845a,30,Three Bears,A,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10820a,Xblack,,w9845a,30,Three Bears,B,bb,,,6,C,u,,,1,187.187,,,,,,,,,,,,,,,
10820b,Xinadequate,,w9845a,30,Three Bears,B,bb,,,,,,no root,,0,,,,,,,,,,,,,,,,
10820c1,unextracted,,w9845a,30,Three Bears,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10820d1,Xbomb,,w9845a,30,Three Bears,B,GB,,10,,A,u,,,5,186.192,44.54.162,184.184,227.31.52,214.214,130.138,151.157,,,,,,,,,
1.08E+05,unextracted,,w9845a,30,Three Bears,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10820f1,sample,10857r5,w9845a,30,Three Bears,B,GB,,10,,A,u,,,7,186.192,144.154,181.184,252.252,214.214,130.138,149.151,,,,,,,,,0.003
10820g1,unextracted,,w9845a,30,Three Bears,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10820h,Xblack,,w9845a,30,Three Bears,B,bb,,10,,A,u,prob. bb,,1,197.199,,,,,,,,,,,,,,,
10820ii,unextracted,,w9845a,30,Three Bears,B,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10820j2,unextracted,,w9845a,30,Three Bears,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10820k2,Xblack,,w9845a,30,Three Bears,B,bb,,,10,C,u,,,0,197.99.01,,,,,,,,,,,,,,,
10820l,Xblack,,w9845a,30,Three Bears,B,bb,,1,,C,u,prob. bb,,1,197.201,,,,,,,,,,,,,,,
10820m3,unextracted,,w9845a,30,Three Bears,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10820n3,sample,10820n3,w9845a,30,Three Bears,B,GB,,10,,A,g,,,15,186.192,162.162,184.184,227.231,214.214,130.138,151.157,184.184,205.211,157.157,159.163,141.141,127.129,151.153,223.223,0.007
10820o3,unextracted,,w9845a,30,Three Bears,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10820p,Xblack,,w9845a,30,Three Bears,B,bb,,3,,C,u,prob. bb,,1,197.201,,,,,,,,,,,,,,,
10709a,Xinadequate,,w9845a,30,Three Bears,C,GB,,,,,,no root,,0,,,,,,,,,,,,,,,,
10709b,sample,10857r5,w9845a,30,Three Bears,C,GB,,10,,B,g,white-tipped,,7,186.192,144.154,181.184,252.252,214.214,130.138,149.151,,,,,,,,,0.003
10709c,Xblack,,w9845a,30,Three Bears,C,bb,,4,,C,u,prob. bb,,1,197.201,,,,,,,,,,,,,,,
10757a,Xblack,,w9845a,30,Three Bears,D,bb,,,,,b,jet black root to tip,,0,,,,,,,,,,,,,,,,
10757b,sample,10857r5,w9845a,30,Three Bears,D,GB,,1,,C,u,shrivelled root; added 1 shaft,,7,186.192,144.154,181.184,252.252,214.214,130.138,149.151,,,,,,,,,0.003
10757c,Xblack,,w9845a,30,Three Bears,D,GB?,,4,,C,u,,,1,197.199,,,,,,,,,,,,,,,
10757d,Xblack,,w9845a,30,Three Bears,D,GB,,7,,C,u,some shrivelled roots,,1,197.199,,,,,,,,,,,,,,,
10969a1,unextracted,,w9845a,19,U. Kutetl Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10969b1,sample,10969b1,w9845a,19,U. Kutetl Cr.,A,,,,15,C,u,pale,,7,186.186,162.162,174.182,227.252,210.214,138.138,151.157,,,,,,,,,0.006
10969c1,unextracted,,w9845a,19,U. Kutetl Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10969d1,sample,10969b1,w9845a,19,U. Kutetl Cr.,A,,,,20,C,u,pale,,7,186.186,162.162,174.182,227.252,210.214,138.138,151.157,,,,,,,,,0.006
1.10E+05,unextracted,,w9845a,19,U. Kutetl Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10969f2,sample,10969b1,w9845a,19,U. Kutetl Cr.,A,,,10,,A,u,,,7,186.186,162.162,174.182,227.252,210.214,138.138,151.157,,,,,,,,,0.006
10969g2,unextracted,,w9845a,19,U. Kutetl Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10969h2,unextracted,,w9845a,19,U. Kutetl Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10969ii3,unextracted,,w9845a,19,U. Kutetl Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10969j3,sample,10969j3,w9845a,19,U. Kutetl Cr.,A,,,3,,C,u,,,15,186.186,158.162,181.184,227.227,210.214,138.138,151.151,184.184,211.211,157.157,159.163,141.141,129.129,151.151,223.223,0.012
10969k,unextracted,,w9845a,19,U. Kutetl Cr.,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10969l,sample,10969b1,w9845a,19,U. Kutetl Cr.,A,,,1,,C,u,added 2 shafts,,7,186.186,162.162,174.182,227.252,210.214,138.138,151.157,,,,,,,,,0.006
10969m,Xinadequate,,w9845a,19,U. Kutetl Cr.,A,,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10969n,Xinadequate,,w9845a,19,U. Kutetl Cr.,A,,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10969o,Xbomb,,w9845a,19,U. Kutetl Cr.,A,,,1,12,C,u,,,0,,,,,,,,,,,,,,,,
10969p,sample,10969b1,w9845a,19,U. Kutetl Cr.,A,,,10,,A,u,,,7,186.186,162.162,174.182,227.252,210.214,138.138,151.157,,,,,,,,,0.006
10989a,Xinadequate,,w9845a,19,U. Kutetl Cr.,B,,,,,,,no root,,0,,,,,,,,,,,,,,,,
10989b2,Xinadequate,,w9845a,19,U. Kutetl Cr.,B,,,,,,,unusual sample ID as per envelope; no root,,0,,,,,,,,,,,,,,,,
10989c1,Xinadequate,,w9845a,19,U. Kutetl Cr.,B,,,,,,,2 uf,,0,,,,,,,,,,,,,,,,
10989d1,Xbomb,,w9845a,19,U. Kutetl Cr.,B,,,1,,C,u,,,0,,,,,,,,,,,,,,,,
10989e,Xbomb,,w9845a,19,U. Kutetl Cr.,B,,,2,,C,u,,,0,,,,,,,,,,,,,,,,
10989f2,Xbomb,,w9845a,19,U. Kutetl Cr.,B,,,1,,C,,,,0,86.86,,,,,,,,,,,,,,,
10873a1,unextracted,,w9845a,49,Upper Hidden,A,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10873b1,Xblack,,w9845a,49,Upper Hidden,A,unk,,,15,C,u,,,1,197.197,,,,,,,,,,,,,,,
10873c,unextracted,,w9845a,49,Upper Hidden,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10873d,Xbomb,,w9845a,49,Upper Hidden,A,bb,,1,,C,u,,,0,,,,,,,,,,,,,,,,
10873e,unextracted,,w9845a,49,Upper Hidden,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10873f,unextracted,,w9845a,49,Upper Hidden,A,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10873g,Xblack,,w9845a,49,Upper Hidden,A,bb,,10,,B,u,,,0,187.97.07,,,,,,,,,,,,,,,
10873h2,Xblack,,w9845a,49,Upper Hidden,A,bb,,10,,A,u,,,1,201.207,,,,,,,,,,,,,,,
10873ii2,unextracted,,w9845a,49,Upper Hidden,A,unk,,,,,,,,0,,,,,,,,,,,,,,,,
10873j,Xblack,,w9845a,49,Upper Hidden,A,unk,,,8,C,u,,,0,90.201,,,,,,,,,,,,,,,
10873k,unextracted,,w9845a,49,Upper Hidden,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10873l,Xblack,,w9845a,49,Upper Hidden,A,bb,,2,6,C,u,,,1,201.203,,,,,,,,,,,,,,,
10873m,unextracted,,w9845a,49,Upper Hidden,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10873n3,unextracted,,w9845a,49,Upper Hidden,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10873o3,Xblack,,w9845a,49,Upper Hidden,A,bb,,,30,A,u,,,1,201.201,,,,,,,,,,,,,,,
10873p,Xblack,,w9845a,49,Upper Hidden,A,bb,,,30,A,u,,,1,201.203,,,,,,,,,,,,,,,
10873q4,unextracted,,w9845a,49,Upper Hidden,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10873r4,Xblack,,w9845a,49,Upper Hidden,A,bb,,10,,B,u,,,1,187.207,,,,,,,,,,,,,,,
10873s4,unextracted,,w9845a,49,Upper Hidden,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10873t4,unextracted,,w9845a,49,Upper Hidden,A,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10873u,Xbomb,,w9845a,49,Upper Hidden,A,bb,,1,,C,u,,,1,200.2,,,,,,,,,,,,,,,
10823a,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823aa10,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823ab10,Xblack,,w9845a,49,Upper Hidden,B,bb,,10,,A,u,prob. bb,,1,195.197,,,,,,,,,,,,,,,
10823b,Xblack,,w9845a,49,Upper Hidden,B,bb,,2,,C,u,,,1,195.197,,,,,,,,,,,,,,,
10823c,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823d1,Xinadequate,,w9845a,49,Upper Hidden,B,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
1.08E+05,Xblack,,w9845a,49,Upper Hidden,B,bb,,2,,C,u,prob. bb,,1,195.197,,,,,,,,,,,,,,,
10823f2,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823g2,Xbomb,,w9845a,49,Upper Hidden,B,bb,,,5,C,u,,,0,,,,,,,,,,,,,,,,
10823h2,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823ii3,Xblack,,w9845a,49,Upper Hidden,B,bb,,2,,C,u,,,0,195.97.01,,,,,,,,,,,,,,,
10823j3,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823k4,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823l4,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823m4,X2species,,w9845a,49,Upper Hidden,B,bb,,,5,C,u,,,1,190.201,,,,,,,,,,,,,,,
10823n,Xblack,,w9845a,49,Upper Hidden,B,bb,,,5,C,u,,,0,95.203,,,,,,,,,,,,,,,
10823o5,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823p5,Xbomb,,w9845a,49,Upper Hidden,B,GB,,1,,C,u,added one shaft,,0,80.18,,,,,,,,,,,,,,,
10823q6,Xblack,,w9845a,49,Upper Hidden,B,GB,,5,,C,u,prob. bb,,1,201.203,,,,,,,,,,,,,,,
10823r6,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823s7,unextracted,,w9845a,49,Upper Hidden,B,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10823t7,sample,10823t7,w9845a,49,Upper Hidden,B,GB,,6,12,C,g,,,15,186.192,158.162,181.184,227.227,210.214,130.138,151.151,184.19,205.211,157.159,159.163,141.141,129.129,151.153,223.223,0.011
10823u,Xblack,,w9845a,49,Upper Hidden,B,bb,,1,,C,u,,,1,187.187,,,,,,,,,,,,,,,
10823v8,Xblack,,w9845a,49,Upper Hidden,B,bb,,10,,A,u,prob. bb,,1,195.197,,,,,,,,,,,,,,,
10823w8,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823x9,sample,10823t7,w9845a,49,Upper Hidden,B,bb,,4,15,C,u,,,7,186.192,158.162,181.184,227.227,210.214,130.138,151.151,,,,,,,,,0.011
10823y9,unextracted,,w9845a,49,Upper Hidden,B,bb,,,,,,,,0,,,,,,,,,,,,,,,,
10823z,Xblack,,w9845a,49,Upper Hidden,B,bb,,10,,A,u,prob. bb,,1,201.207,,,,,,,,,,,,,,,
10780a1,sample,10738a1,w9845a,49,Upper Hidden,D,GB,,9,,C,u,,,7,186.19,150.16,180.184,231.251,196.21,138.138,151.153,,,,,,,,,0.001
10780b1,unextracted,,w9845a,49,Upper Hidden,D,GB,,,,,,,,0,,,,,,,,,,,,,,,,
10780c,sample,10786ii3,w9845a,49,Upper Hidden,D,GB,,1,,C,u,,,7,186.186,158.162,181.184,227.255,210.21,120.138,149.151,,,,,,,,,0.006
10780d,Xbomb,,w9845a,49,Upper Hidden,D,unk,,1,,C,u,,,0,94.196,,,,,,,,,,,,,,,
10780e,Xinadequate,,w9845a,49,Upper Hidden,D,bb,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10651a,Xinadequate,,w9845a,12,Upper Laska,A,unk,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10651b,Xinadequate,,w9845a,12,Upper Laska,A,unk,,,,,,no root,,0,,,,,,,,,,,,,,,,
10651c,Xinadequate,,w9845a,12,Upper Laska,A,unk,,,,,,minuscule fragments w/o roots,,0,,,,,,,,,,,,,,,,
10977a1,unextracted,,w9845a,12,Upper Laska,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10977b1,Xblack,,w9845a,12,Upper Laska,B,,,,25,A,u,prob. gb,,1,197.205,,,,,,,,,,,,,,,
10977c1,unextracted,,w9845a,12,Upper Laska,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10977d1,Xblack,,w9845a,12,Upper Laska,B,,,1,12,C,u,,,1,197.205,,,,,,,,,,,,,,,
10977e,Xblack,,w9845a,12,Upper Laska,B,,,10,,A,u,,,1,197.205,,,,,,,,,,,,,,,
10977f,Xblack,,w9845a,12,Upper Laska,B,,,10,,C,u,,,1,197.205,,,,,,,,,,,,,,,
10977g2,unextracted,,w9845a,12,Upper Laska,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10977h2,Xblack,,w9845a,12,Upper Laska,B,,,6,5,C,u,,,1,197.205,,,,,,,,,,,,,,,
10977ii,Xblack,,w9845a,12,Upper Laska,B,,,,8,C,,,,0,97.07.205,,,,,,,,,,,,,,,
10977j,Xblack,,w9845a,12,Upper Laska,B,,,10,,A,u,,,1,197.205,,,,,,,,,,,,,,,
10998a,sample,10966d1,w9845a,12,Upper Laska,C,,,10,,B,u,possib. gb but banded,,7,192.192,162.162,175.184,227.231,210.21,120.138,149.153,,,,,,,,,0.003
10998b,sample,10966d1,w9845a,12,Upper Laska,C,,,6,,C,u,prob. gb,,7,192.192,162.162,175.184,227.231,210.21,120.138,149.153,,,,,,,,,0.003
10928a,Xbomb,,w9845a,12,Upper Laska,D,,,1,,C,u,,,0,,,,,,,,,,,,,,,,
10928b,Xblack,,w9845a,12,Upper Laska,D,,,,5,C,u,,,0,197.01,,,,,,,,,,,,,,,
10966a,sample,10966a,w9845a,14,Upper Midge,A,,,10,,A,g,re-extracted 8/17/06 from another 10 g.h. still A remaining,,11,186.192,162.162,174.184,227.231,210.21,122.13,151.151,,,157.157,,,129.129,151.153,223.223,0.008
10966b,unextracted,,w9845a,14,Upper Midge,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10966c1,unextracted,,w9845a,14,Upper Midge,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10966d1,sample,10966d1,w9845a,14,Upper Midge,A,,,10,,A,g,,,15,192.192,162.162,175.184,227.231,210.21,120.138,149.153,184.184,205.211,157.159,159.163,141.141,129.129,151.153,223.223,0.003
1.10E+06,Xinadequate,,w9845a,14,Upper Midge,A,,,,,,,no root,,0,,,,,,,,,,,,,,,,
10966f2,Xinadequate,,w9845a,14,Upper Midge,A,,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10966g,Xinadequate,,w9845a,14,Upper Midge,A,,,,,,,envelope empty,,0,,,,,,,,,,,,,,,,
10966h3,unextracted,,w9845a,14,Upper Midge,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10966ii3,sample,10966a,w9845a,14,Upper Midge,A,,,10,,A,g,,,7,186.192,162.162,174.184,227.231,210.21,122.13,151.151,,,,,,,,,0.008
10966j,sample,10966a,w9845a,14,Upper Midge,A,,,10,,A,g,,,7,186.192,162.162,174.184,227.231,210.21,122.13,151.151,,,,,,,,,0.008
10966k,Xinadequate,,w9845a,14,Upper Midge,A,,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10966l,sample,10966d1,w9845a,14,Upper Midge,A,,,10,,A,u,,,7,192.192,162.162,175.184,227.231,210.21,120.138,149.153,,,,,,,,,0.003
10966m4,unextracted,,w9845a,14,Upper Midge,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10966n4,sample,10966d1,w9845a,14,Upper Midge,A,,,10,,A,u,,,7,192.192,162.162,175.184,227.231,210.21,120.138,149.153,,,,,,,,,0.003
10966o4,unextracted,,w9845a,14,Upper Midge,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10966p4,unextracted,,w9845a,14,Upper Midge,A,,,,,,,,,0,,,,,,,,,,,,,,,,
10966q4,Xbomb,,w9845a,14,Upper Midge,A,,,,15,C,u,,,3,186.192,154.162,174.84,227.231,10.21,120.30.38,49.151,,,,,,,,,
10966r,Xbomb,,w9845a,14,Upper Midge,A,,,,5,C,u,,,0,186.87.97,,,,,,,,,,,,,,,
10990a,sample,10857f,w9845a,14,Upper Midge,B,,,3,,C,u,small roots,,7,186.192,162.162,183.184,227.227,210.21,120.13,149.151,,,,,,,,,0.006
10990b,unextracted,,w9845a,14,Upper Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10990c1,sample,10969j3,w9845a,14,Upper Midge,B,,,10,,A,u,could be b,,7,186.186,158.162,181.184,227.227,210.214,138.138,151.151,,,,,,,,,0.012
10990d1,unextracted,,w9845a,14,Upper Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
1.10E+05,unextracted,,w9845a,14,Upper Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10990f1,Xmixed,,w9845a,14,Upper Midge,B,,,3,,C,u,,,4,186.192,154.58.62,174.81.84,227.231,210.12.14,120.138,151.157,,,,,,,,,
10990g,Xbomb,,w9845a,14,Upper Midge,B,,,1,,C,u,,,1,186.186,,,,10.1,,51.151,,,,,,,,,
10990h,Xinadequate,,w9845a,14,Upper Midge,B,,,,,,,no roots,,0,,,,,,,,,,,,,,,,
10990ii,Xblack,,w9845a,14,Upper Midge,B,,,1,,C,u,,,1,185.185,,,,,,,,,,,,,,,
10990j2,unextracted,,w9845a,14,Upper Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10990k2,unextracted,,w9845a,14,Upper Midge,B,,,,,,,,,0,,,,,,,,,,,,,,,,
10990l2,sample,10969j3,w9845a,14,Upper Midge,B,,,10,,A,u,possib. gb,,7,186.186,158.162,181.184,227.227,210.214,138.138,151.151,,,,,,,,,0.012
10990m2,sample,10969j3,w9845a,14,Upper Midge,B,,,10,,A,u,possib. gb,,7,186.186,158.162,181.184,227.227,210.214,138.138,151.151,,,,,,,,,0.012
10990n2,unextracted,,w9845a,14,Upper Midge,B,,,,,,,envelope originally said “m2”.,,0,,,,,,,,,,,,,,,,
10908a1,unextracted,,w9845a,14,Upper Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10908b1,unextracted,,w9845a,14,Upper Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
10908c1,sample,10969j3,w9845a,14,Upper Midge,C,,,10,,A,u,,,7,186.186,158.162,181.184,227.227,210.214,138.138,151.151,,,,,,,,,0.012
10908d1,unextracted,,w9845a,14,Upper Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
1.09E+05,sample,10969j3,w9845a,14,Upper Midge,C,,,10,,A,u,,,7,186.186,158.162,181.184,227.227,210.214,138.138,151.151,,,,,,,,,0.012
10908f1,unextracted,,w9845a,14,Upper Midge,C,,,,,,,,,0,,,,,,,,,,,,,,,,
