Project,Sample ID,HTorRT,Area,Hair trap zone,GBPU,Name/WGI_ID,Name/Apps/WGI,NEWIDS,HTorRT,HT_ID,pooled RTs,Site Name,Northing,Easting,Latitude,Long ,YR,MO,DY,Session,Cell,HTs,RTs,ID,HIT,Individual,Sex,Note or Genetic Ancestry ,,,,
Lillooet Study 2013,RT Mc N1-160713-2,RT,McGillvary,BRALORNE,SC,73063-a1,M221,M221,RT,1043,RT McGill North,RT McGill N 1,5617635,524691,50.7100,-122.6503,2013,7,16,3,,7,14,M221,2,73063-a1,M,,,,,
Lillooet Study 2014,RT McGill N 1-230614-1,RT,Cadwallider,BRALORNE,SC,73063-a1,M221,M221,RT,1040,RT McGill North,RT McGill N 1,5616971,525040,50.7040146,-122.6454012,2014,6,23,1,,20,22,M221,2,73063-a1,M,,,,,
Lillooet Study 2014,RT McGill N 1-90814-1,RT,Cadwallider,BRALORNE,SC,Flip,Flip M379,Flip,RT,1040,RT McGill North,RT McGill N 1,5616971,525040,50.7040146,-122.6454012,2014,8,9,3,,11,18,M379,1,HT McGill S-250711-5,M,,,,,
Lillooet Study 2011,Rt McGill N 2-040811-1,RT,Cadwallider,BRALORNE,SC,Huck,Huck M105,Huck,RT,1040,RT McGill North,RT McGill N 2010_2,5617635,524691,50.7100000,-122.6503000,2011,8,4,4,,9,17,M105,1,61021-b1,M,Estmated from valley description.,,,,
Lillooet Study 2010,RUB-23,RT,Cadwallider,BRALORNE,SC,64019-c1,M133,M133,RT,1038,RT McGill North,RT McGill N 2010_3,5616650,525350,50.7011,-122.6410,2010,8,11,2,,9,2,M133,1,64019-c1,M,Rub Tree,,,,
Lillooet Study 2011,Rt McGill N 3-040811-1,RT,Cadwallider,BRALORNE,SC,Huck,Huck M105,Huck,RT,1040,RT McGill North,RT McGill N 2010_3,5616650,525350,50.7011145,-122.6410333,2011,8,4,4,,9,17,M105,2,61021-b1,M,Estmated from valley description.,,,,
Lillooet Study 2011,Rt McGill N 3-040811-2,RT,Cadwallider,BRALORNE,SC,Huck,Huck M105,Huck,RT,1040,RT McGill North,RT McGill N 2010_3,5616650,525350,50.7011145,-122.6410333,2011,8,4,4,,9,17,M105,3,61021-b1,M,Estmated from valley description.,,,,
Lillooet Study 2011,Rt McGill N 3-040811-3,RT,Cadwallider,BRALORNE,SC,Huck,Huck M105,Huck,RT,1040,RT McGill North,RT McGill N 2010_3,5616650,525350,50.7011145,-122.6410333,2011,8,4,4,,9,17,M105,4,61021-b1,M,Estmated from valley description.,,,,
Lillooet Study 2010,RUB-8,RT,Cadwallider,BRALORNE,SC,Huck,Huck M105,Huck,RT,1039,RT McGill North,RT McGill N 2010_4,5616676,532414,50.7010,-122.5410,2010,7,1,1,,9,2,M105,1,61021-b1,M,Rub Tree,,,,
Lillooet Study 2011,Rt McGill N 4b-160711-1,RT,Cadwallider,BRALORNE,SC,Huck,Huck M105,Huck,RT,1037,RT McGill North,RT McGill N 4,5616460,525630,50.6993936,-122.6370817,2011,7,16,2,,9,16,M105,1,61021-b1,M,,,,,
Lillooet Study 2011,Rt McGill N 4-040811-1,RT,Cadwallider,BRALORNE,SC,Huck,Huck M105,Huck,RT,1037,RT McGill North,RT McGill N 4,5616460,525630,50.6993936,-122.6370817,2011,8,4,4,,9,17,M105,1,61021-b1,M,,,,,
Lillooet Study 2012,RT McGill N 4-220912-1,RT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,RT,1034,RT McGill North,RT McGill N 4,5616460,525630,50.6993936,-122.6370817,2012,9,22,4,,6,11,F134,1,64021-e1,F,SC,,,250.250,
Lillooet Study 2013,RT Mc N4-160713-,RT,McGillvary,BRALORNE,SC,73063-a1,M221,M221,RT,1038,RT McGill North,RT McGill N 4,5616460,525630,50.6993936,-122.6370817,2013,7,16,3,,7,14,M221,3,73063-a1,M,,,,,
Lillooet Study 2010,RUB-26,RT,Cadwallider,BRALORNE,SC,64019-c1,M133,M133,RT,1042,RT McGill North,RT McGill N 5,5617576,524752,50.7095,-122.6494,2010,8,11,2,,9,2,M133,1,64019-c1,M,Rub Tree,,,,
Lillooet Study 2011,Rt McGill N 5-160711-1,RT,Cadwallider,BRALORNE,SC,Huck,Huck M105,Huck,RT,1040,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2011,7,16,2,,9,16,M105,2,61021-b1,M,Estmated from valley description.,,,,
,,,,,,,,NONE,,,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2012,6,17,1,,,,,,,,,,,,
Lillooet Study 2012,Rt McGill N 5-140712-1,RT,Cadwallider,BRALORNE,SC,73063-a1,M221,M221,RT,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2012,7,14,2,,7,13,M221,6,73063-a1,M,SC,,weathered,204.250,
,,,,,,,,NONE,,,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2012,8,2,3,,,,,,,,,,,,
Lillooet Study 2012,RT McGill N5-220912-1,RT,Cadwallider,BRALORNE,SC,73063-a1,M221,M221,RT,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2012,9,22,4,,6,11,M221,1,73063-a1,M,SC,,,204.250,
Lillooet Study 2013,RT Mc N5-090613-1,RT,McGillvary,BRALORNE,SC,73063-a1,M221,M221,RT,1039,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2013,6,9,1,,12,15,M221,1,73063-a1,M,,,,,
Lillooet Study 2014,RT McGill N 5-230614-1,RT,Cadwallider,BRALORNE,SC,73063-a1,M221,M221,RT,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2014,6,23,1,,20,22,M221,3,73063-a1,M,,,,,
Lillooet Study 2014,RT McGill N 5-100714-1,RT,Cadwallider,BRALORNE,SC,RT Cad 18 km-230614-2,RT Cad 18 km-230614-2,NewM04,RT,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2014,7,10,2,,20,21,,1,RT Cad 18 km-230614-2,M,,,,,
Lillooet Study 2014,RT McGill N 5-90814-1,RT,Cadwallider,BRALORNE,SC,Flip,Flip M379,Flip,RT,1041,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2014,8,9,3,,11,18,M379,2,HT McGill S-250711-5,M,,,,,
,,,,,,,,NONE,,,RT McGill North,RT McGill N 5,5617550,524754,50.7092337,-122.6494124,2014,9,21,4,,,,,,,,,,,,
,,,,,,,,NONE,RT,,RT McGill North,RT McGill N 6,5617576,524752,50.7095,-122.6494,2010,7,20,2,,,,,,,,,,,,
,,,,,,,,NONE,,,RT McGill North,RT McGill N 6,5618640,523878,50.7190738,-122.6617431,2013,7,1,2,,,,,,,,,,,,
,,,,,,,,NONE,,,RT McGill North,RT McGill N 7,5619730,523002,50.7289139,-122.6740739,2013,7,31,4,,,,,,,,,,,,
Lillooet Study 2011,McGillTrS2-260611-1,RT,Cadwallider,BRALORNE,SC,Rock ,Rock  M128,Rock ,RT,1028,RT McGill North,RT McGill TR 2,5610044,531867,50.6414,-122.5493,2011,6,26,1,,9,16,M128,1,63025-c1,M,,,,,
Lillooet Study 2011,McGillTrS3-260611-1,RT,Cadwallider,BRALORNE,SC,Homer,Homer M122,Homer,RT,1027,RT McGill North,RT McGill TR 3,5609355,532110,50.6352,-122.5459,2011,6,26,1,,9,16,M122,1,62024-a2,M,,,,,
Lillooet Study 2011,Rt McGIllTrS-250711-1,RT,Cadwallider,BRALORNE,SC,Homer,Homer M122,Homer,RT,1025,RT McGill North,Rt Mcgill Trl1,5609051,532287,50.6324349,-122.5434686,2011,7,25,3,,9,16,M122,1,62024-a2,M,,,,,
,,,,,,,,NONE,,,RT McGill North,Rt Mcgill Trl1,5609051,532287,50.6324349,-122.5434686,2011,8,26,5,,,,,,,,,,,,
Lillooet Study 2011,Rt McGill-070910-1a,RT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,RT,1030,,RT McGillvary incidental,5615879,526010,50.6941,-122.6317,2010,9,7,1,,9,2,F134,1,64021-e1,F,,,,,
Lillooet Study 2011,Rt McGill-111010-2,RT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,RT,1030,,RT McGillvary incidental,5615879,526010,50.6941,-122.6317,2010,10,11,2,,9,2,F134,1,64021-e1,F,,,,,
Lillooet Study 2011,Rt- Standard 111010-2c,RT,Cadwallider,BRALORNE,SC,Phelix,Phelix F134,Phelix,RT,1030,,RT McGillvary incidental,5615879,526010,50.6941,-122.6317,2010,10,11,2,,9,2,F134,2,64021-e1,F,,,,,
Lillooet Study 2013,RT Noe3-080613-1,RT,Noel ,BRALORNE,SC,Huck,Huck M105,Huck,RT,1029,,RT Noel 3,5615449,515557,50.6907,-122.7798,2013,6,8,1,,12,15,M105,1,61021-b1,M,Stein,,,,
Lillooet Study 2013,RT Noe3-080613-2,RT,Noel ,BRALORNE,SC,Huck,Huck M105,Huck,RT,1029,,RT Noel 3,5615449,515557,50.6907,-122.7798,2013,6,8,1,,12,15,M105,2,61021-b1,M,Stein,,,,
Lillooet Study 2013,RT Noe3-300613-1,RT,Noel ,BRALORNE,SC,73063-a1,M221,M221,RT,1029,,RT Noel 3,5615449,515557,50.6907,-122.7798,2013,6,30,2,,12,15,M221,1,73063-a1,M,,,,,
Lillooet Study 2013,RT Noe3-150713-1,RT,Noel ,BRALORNE,SC,HT Noe3-150713-5,HT Noe3-150713-5,NewM02,RT,1029,,RT Noel 3,5615449,515557,50.6907,-122.7798,2013,7,15,3,,7,14,,1,HT Noe3-150713-5,M,,,,,
Lillooet Study 2013,RT Noe3-300713-,RT,Noel ,BRALORNE,SC,Brutus,Brutus M247,Brutus,RT,1029,,RT Noel 3,5615449,515557,50.6907,-122.7798,2013,7,30,4,,6,11,M247,1,BH7-03-22d-j1,M,,,,,
Lillooet Study 2014,RT Noel 3-230614-1,RT,Noel,BRALORNE,SC,Brutus,Brutus M247,Brutus,RT,1029,,RT Noel 3,5615449,515557,50.6907,-122.7798,2014,6,23,1,,20,22,M247,1,BH7-03-22d-j1,M,,,,,
Lillooet Study 2014,RT Noel 3-230614-2,RT,Noel,BRALORNE,SC,73063-a1,M221,M221,RT,1029,,RT Noel 3,5615449,515557,50.6907,-122.7798,2014,6,23,1,,20,22,M221,1,73063-a1,M,,,,,
Lillooet Study 2014,RT Noel at HT-230614,RT,Noel,BRALORNE,SC,HT Noe W-150713-1,HT Noe W-150713-1,NewM01,RT,1029,,RT Noel 3,5615449,515557,50.6907,-122.7798,2014,6,23,1,,20,22,,1,HT Noe W-150713-1,M,,,,,
,,,,,,,,NONE,,,,RT Noel 3,5615449,515557,50.6907,-122.7798,2014,7,9,2,,,,,,,,,,,,
Lillooet Study 2014,RT Noel 4-80814-1,RT,Noel,BRALORNE,SC,Nancy,Nancy F244,Nancy,RT,1029,,RT Noel 3,5615449,515557,50.6907,-122.7798,2014,8,8,3,,11,18,F244,1,BH7-04-21c-e1,F,,,,,
,,,,,,,,NONE,,,,RT Noel 3,5615449,515557,50.6907,-122.7798,2014,9,21,4,,,,,,,,,,,,
Lillooet Study 2011,Rt Noel Rd 1a-150711-2,RT,Noel ,BRALORNE,SC,Homer,Homer M122,Homer,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2011,7,15,1,,9,16,M122,1,62024-a2,M,,,,,
Lillooet Study 2011,Rt Noel Rd 1-150711-1,RT,Noel,BRALORNE,SC,Nancy,Nancy F244,Nancy,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2011,7,15,1,,9,16,F244,1,BH7-04-21c-e1,F,,,,,
Lillooet Study 2011,Rt Noel Rd 1-150711-3,RT,Noel ,BRALORNE,SC,Nancy,Nancy F244,Nancy,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2011,7,15,1,,9,16,F244,2,BH7-04-21c-e1,F,,,,,
,,,,,,,,NONE,,,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2011,8,2,2,,,,,,,,,,,,
Lillooet Study 2011,Rt Noel Rd 1-250811-3,RT,Lower Noel ,BRALORNE,SC,64019-c1,M133,M133,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2011,8,25,3,,9,17,M133,1,64019-c1,M,,,,,
Lillooet Study 2011,Rt Noel Rd 1-250811-4,RT,Lower Noel ,BRALORNE,SC,64019-c1,M133,M133,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2011,8,25,3,,9,17,M133,2,64019-c1,M,,,,,
Lillooet Study 2011,Rt Noel Rd 1270911-2,RT,Lower Noel ,BRALORNE,SC,Homer,Homer M122,Homer,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2011,9,27,4,,3,7,M122,1,62024-a2,M,,,,,
Lillooet Study 2011,Rt Noel Rd 1270911-3,RT,Noel ,BRALORNE,SC,Homer,Homer M122,Homer,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2011,9,27,4,,3,7,M122,2,62024-a2,M,,,,,
,,,,,,,,NONE,,,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2011,10,15,5,,,,,,,,,,,,
Lillooet Study 2012,RT Noel -290512-1,RT,Lower Noel ,BRALORNE,SC,Huck,Huck M105,Huck,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2012,5,29,1,,13,14,M105,1,61021-b1,M,SC,,,204.250,Stein
Lillooet Study 2012,RT Noel -290512-3,RT,Lower Noel ,BRALORNE,SC,Huck,Huck M105,Huck,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2012,5,29,1,,13,14,M105,2,61021-b1,M,SC,,,204.250,Stein
Lillooet Study 2012,RT Noel -290512-4,RT,Lower Noel ,BRALORNE,SC,Huck,Huck M105,Huck,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2012,5,29,1,,13,14,M105,3,61021-b1,M,SC,,,204.250,Stein
Lillooet Study 2012,Rt Noel Rd 1-170612-1,RT,Lower Noel ,BRALORNE,SC,61021-a1,M104,M104,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2012,6,17,2,,13,14,M104,1,61021-a1,M,SC,,,204.250,
,,,,,,,,NONE,,,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2012,7,13,3,,,,,,,,,,,,
Lillooet Study 2012,Rt Noel -20812-1,RT,Lower Noel ,BRALORNE,SC,61021-a1,M104,M104,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2012,8,2,4,,6,11,M104,1,61021-a1,M,SC,,,204.250,
Lillooet Study 2012,RT Noel 3-220912-1,RT,Lower Noel ,BRALORNE,SC,61016-b1,M101,M101,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2012,9,22,5,,6,11,M101,1,61016-b1,M,SC,,weathered,204.250,
Lillooet Study 2013,RT Noe Rd-090613-1,RT,Noel ,BRALORNE,SC,73063-a1,M221,M221,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2013,6,9,1,,12,15,M221,1,73063-a1,M,,,,,
Lillooet Study 2013,RT Noe Rd1-300613-2,RT,Noel ,BRALORNE,SC,61021-a1,M104,M104,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2013,6,30,2,,12,15,M104,1,61021-a1,M,,,,,
Lillooet Study 2013,RT Noe Rd1-300613-3,RT,Noel ,BRALORNE,SC,73063-a1,M221,M221,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2013,6,30,2,,12,15,M221,1,73063-a1,M,,,,,
Lillooet Study 2013,RT Noe1 Tr1-150713-2,RT,Noel ,BRALORNE,SC,Huck,Huck M105,Huck,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2013,7,15,3,,7,14,M105,2,61021-b1,M,Stein,,,,
Lillooet Study 2013,RT Noe1 Tr2-150713-1,RT,Noel ,BRALORNE,SC,Huck,Huck M105,Huck,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2013,7,15,3,,7,14,M105,3,61021-b1,M,Stein,,,,
Lillooet Study 2013,RT Noe1 Tr2-150713-2,RT,Noel ,BRALORNE,SC,Huck,Huck M105,Huck,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2013,7,15,3,,7,14,M105,4,61021-b1,M,Stein,,,,
Lillooet Study 2013,RT Noe1 Tr1-150713-1,RT,Noel ,BRALORNE,SC,61021-a1,M104,M104,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2013,7,15,3,,7,14,M104,1,61021-a1,M,,,,,
Lillooet Study 2013,RT L Noe-300713-T 1,RT,Noel ,BRALORNE,SC,RT L Noe-300713-T 1,Nancy/Huck girl A,Nancy_Huck_girl_A,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2013,7,30,4,,6,11,,1,RT L Noe-300713-T 1,F,,,,,
Lillooet Study 2013,RT L Noe-300713-T 2A,RT,Noel ,BRALORNE,SC,RT L Noe-300713-T 2A,Nancy/Huck girl B,Nancy_Huck_girl_B,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2013,7,30,4,,6,11,,1,RT L Noe-300713-T 2A,F,,,,,
Lillooet Study 2014,RT Noel Rd 1-230614-1,RT,Noel,BRALORNE,SC,73063-a1,M221,M221,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2014,6,23,1,,20,22,M221,1,73063-a1,M,,,,,
Lillooet Study 2014,RT Noel Rd 1-230614-2,RT,Noel,BRALORNE,SC,73063-a1,M221,M221,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2014,6,23,1,,20,22,M221,2,73063-a1,M,,,,,
Lillooet Study 2014,RT Noel Rd 1-230614-3,RT,Noel,BRALORNE,SC,73063-a1,M221,M221,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2014,6,23,1,,20,22,M221,3,73063-a1,M,,,,,
Lillooet Study 2014,RT Noel Rd 1-90714-1,RT,Noel,BRALORNE,SC,73063-a1,M221,M221,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2014,7,9,2,,20,21,M221,1,73063-a1,M,,,,,
Lillooet Study 2014,RT Noel Rd 1-90714-3,RT,Noel,BRALORNE,SC,73063-a1,M221,M221,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2014,7,9,2,,20,21,M221,2,73063-a1,M,,,,,
Lillooet Study 2014,RT Noel Rd 1-90714-2,RT,Noel,BRALORNE,SC,HT Noe W-150713-1,HT Noe W-150713-1,NewM01,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2014,7,9,2,,20,21,,1,HT Noe W-150713-1,M,,,,,
Lillooet Study 2014,RT Noel Rd 2-80814-2,RT,Noel,BRALORNE,SC,Nancy,Nancy F244,Nancy,RT,1033,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2014,8,8,3,,11,18,F244,2,BH7-04-21c-e1,F,,,,,
Lillooet Study 2014,RT Noel Rd 1-80814-1,RT,Noel,BRALORNE,SC,Nancy,Nancy F244,Nancy,RT,1053,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2014,8,8,3,,11,18,F244,1,BH7-04-21c-e1,F,,,,,
,,,,,,,,NONE,,,,Rt Noel Rd 1,5620451,514036,50.7356797,-122.8010982,2014,9,21,4,,,,,,,,,,,,
,,,,,,,,NONE,,,,RT Seaton Rd,5619858,550004,50.7284,-122.2915,2013,7,1,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,RT Seaton Rd,5619858,550004,50.7284,-122.2915,2013,7,16,2,,,,,,,,,,,,
Lillooet Study 2013,RT Sea PL-310713-,RT,Anderson ,BRALORNE,SC,Rock ,Rock  M128,Rock ,RT,1052,,RT Seaton Rd,5619858,550004,50.7284,-122.2915,2013,7,31,3,,6,11,M128,1,63025-c1,M,,,,,
,,,,,,,,NONE,,,,RT Seaton Rd,5619858,550004,50.7284,-122.2915,2013,8,16,4,,,,,,,,,,,,
Lillooet Study 2014,RT Seaton-240614-1,RT,Seaton,BRALORNE,SC,Rock ,Rock  M128,Rock ,RT,1052,,RT Seaton Rd,5619858,550004,50.7284,-122.2915,2014,6,24,1,,20,22,M128,1,63025-c1,M,,,,,
Lillooet Study 2014,RT Seaton-240614-2,RT,Seaton,BRALORNE,SC,Rock ,Rock  M128,Rock ,RT,1052,,RT Seaton Rd,5619858,550004,50.7284,-122.2915,2014,6,24,1,,20,22,M128,2,63025-c1,M,,,,,
,,,,,,,,NONE,,,,RT Seaton Rd,5619858,550004,50.7284,-122.2915,2014,7,10,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,RT Seaton Rd,5619858,550004,50.7284,-122.2915,2014,8,9,3,,,,,,,,,,,,
Lillooet Study 2014,RT Seaton-20140922-1,RT,Seaton,BRALORNE,SC,Peanut,Peanut M324,Peanut,RT,1052,,RT Seaton Rd,5619858,550004,50.7284,-122.2915,2014,9,22,4,,11,18,M324,1,DNA19-1D,M,,,,,
Lillooet Study 2011,RT Back Tenq210911-1,RT,Tenquille,MIDDLE,SC,62038-g1,M123,M123,RT,1020,,RT Tenquil Inciidental ,5598387,505180,50.5374,-122.9269,2011,9,21,3,,9,17,M123,1,62038-g1,M,Estmated from valley description.,,,,
,,,,,,,,NONE,,,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2011,7,29,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2011,8,17,2,,,,,,,,,,,,
Lillooet Study 2011,RT Tenq160911-2,RT,Tenquille,MIDDLE,SC,Hope,Hope F139,Hope,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2011,9,16,3,,9,17,F139,1,64038-c1,F,,,,,
Lillooet Study 2011,RT Tenq160911-4,RT,Tenquille,MIDDLE,SC,62038-g1,M123,M123,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2011,9,16,3,,9,17,M123,1,62038-g1,M,,,,,
Lillooet Study 2011,RT Tenq160911-5,RT,Tenquille,MIDDLE,SC,DNA18-1B, Wallnut sister F323,Wallnutsister,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2011,9,16,3,,9,17,F323,3,DNA18-1B,F,,,,,
Lillooet Study 2012,RT Tenquille Meadow-90712-1,RT,Tenquille,MIDDLE,SC,BH7-03-30d-e1, Betty F248,Betty,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2012,7,9,1,,13,14,F248,1,BH7-03-30d-e1,,SC,,,250.250,
Lillooet Study 2012,Rt Tenquille-260712-1,RT,Tenquille,MIDDLE,SC,Walnut,Walnut F382,Walnut,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2012,7,26,2,,13,14,F382,1,Ht U birkenhead-170811-2,F,SC,,,250.250,
Lillooet Study 2012,Rt Tenquille-300712-1,RT,Tenquille,MIDDLE,SC,Hope,Hope F139,Hope,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2012,7,30,2,,7,13,F139,1,64038-c1,F,SC,,red,250.250,
,,,,,,,,NONE,,,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2012,8,29,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2012,10,17,4,,,,,,,,,,,,
Lillooet Study 2013,RT Tnq1-110613-1,RT,Tenquille,MIDDLE,SC,Huck,Huck M105,Huck,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2013,6,11,1,,12,15,M105,1,61021-b1,M,Stein,,,,
Lillooet Study 2013,RT Tnq1-110613-2,RT,Tenquille,MIDDLE,SC,Huck,Huck M105,Huck,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2013,6,11,1,,12,15,M105,2,61021-b1,M,Stein,,,,
,,,,,,,,NONE,,,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2013,7,2,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2013,7,24,3,,,,,,,,,,,,
Lillooet Study 2013,RT Tnq-210813-,RT,Tenquille,MIDDLE,SC,DNA18-1B, Wallnut sister F323,Wallnutsister,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2013,8,21,4,,7,14,F323,1,DNA18-1B,F,,,,,
,,,,,,,,NONE,,,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2014,6,21,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2014,7,7,2,,,,,,,,,,,,
Lillooet Study 2014,RT Tenquil Meadow-120814-1,RT,Tenquille,MIDDLE,SC,HT UP Cdw-160713-4,HT UP Cdw-160713-4,NewM03,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2014,8,12,3,,20,21,,1,HT UP Cdw-160713-4,M,,,,,
Lillooet Study 2014,RT Tenquil Meadow-120814-2,RT,Tenquille,MIDDLE,SC,DNA18-1B, Wallnut sister F323,Wallnutsister,RT,1019,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2014,8,12,3,,20,21,F323,1,DNA18-1B,F,,,,,
,,,,,,,,NONE,,,,Rt Tenquil meadow,5598324,509382,50.5368,-122.8676,2014,9,30,4,,,,,,,,,,,,
,,,,,,,,NONE,,,,Rt Texas 1,5589917,574094,50.4565715,-121.9562,2010,6,28,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Rt Texas 1,5589917,574094,50.4565715,-121.9562,2010,7,15,2,,,,,,,,,,,,
,,,,,,,,NONE,,,,Rt Texas 1,5589917,574094,50.4566,-121.9562,2011,7,1,1,,,,,,,,,,,,
,,,,,,,,NONE,,,,Rt Texas 1,5589917,574094,50.4566,-121.9562,2011,7,26,2,,,,,,,,,,,,
Lillooet Study 2011,Rt-texas 020811-4a,RT,Texas,DUFFEY,SN,55039a1,M65,M65,RT,1014,,Rt Texas 1,5589917,574094,50.4566,-121.9562,2011,8,20,3,,11,9,M65,1,55039a1,M,Estmated from valley description.,,,,
Lillooet Study 2012,RT Texas 1-160612-1,RT,Texas,DUFFEY,SN,Jim's brother,Jim's brother M240,Jim_brother,RT,1016,,Rt Texas 1,5589917,574094,50.4566,-121.9562,2012,6,16,1,,17,11,M240,1,NAH7-02-31-d1,M,SN,jims brother,,204.250,Stein
Lillooet Study 2012,RT Texas 1-230612-1,RT,Texas,DUFFEY,SN,Jim's brother,Jim's brother M240,Jim_brother,RT,1016,,Rt Texas 1,5589917,574094,50.4566,-121.9562,2012,6,23,2,,16,10,M240,1,NAH7-02-31-d1,M,SN,Jim,,204.250,Stein
Lillooet Study 2012,RT Texas 1-250612-1,RT,Texas,DUFFEY,SN,Jim's brother,Jim's brother M240,Jim_brother,RT,1016,,Rt Texas 1,5589917,574094,50.4566,-121.9562,2012,6,23,2,,16,10,M240,2,NAH7-02-31-d1,M,SN,jims brother,,204.250,Stein
,,,,,,,,NONE,,,,Rt Texas 1,5589917,574094,50.4566,-121.9562,2012,7,31,3,,,,,,,,,,,,
,,,,,,,,NONE,,,,Rt Texas 1,5589917,574094,50.4566,-121.9562,2012,9,8,4,,,,,,,,,,,,
